Exp,Round,Item,Condition,Item.Nr,sentences,role,id,partner_id,group_enumeration
3,3,100_1,100,1,[],receiver,2,1,20
3,3,111_3,111,3,[],receiver,2,4,21
3,3,001_3,1,3,[],receiver,2,3,22
3,3,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,23
3,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,24
3,3,110_1,110,1,[],producer,3,4,17
3,3,001_2,1,2,[],producer,3,1,18
3,3,001_3,1,3,[],producer,3,2,19
3,3,010_1,10,1,[],receiver,3,2,20
3,3,001_1,1,1,[],receiver,3,1,21
3,3,001_3,1,3,[],receiver,3,4,22
3,3,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,23
3,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,24
3,3,011_2,11,2,[],producer,4,1,17
3,3,111_3,111,3,[],producer,4,2,18
3,3,001_3,1,3,[],producer,4,3,19
3,3,110_1,110,1,[],receiver,4,3,20
3,3,111_3,111,3,[],receiver,4,2,21
3,3,100_2,100,2,[],receiver,4,1,22
3,3,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,23
3,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,24
3,4,011_1,11,1,[],producer,1,2,25
3,4,100_3,100,3,[],producer,1,3,26
3,4,101_3,101,3,[],producer,1,4,27
3,4,001_2,1,2,[],receiver,1,4,28
3,4,010_3,10,3,[],receiver,1,3,29
3,4,001_1,1,1,[],receiver,1,2,30
3,4,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,31
3,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,32
3,4,101_2,101,2,[],producer,2,3,25
3,4,011_2,11,2,[],producer,2,4,26
3,4,001_1,1,1,[],producer,2,1,27
3,4,011_1,11,1,[],receiver,2,1,28
3,4,011_3,11,3,[],receiver,2,4,29
3,4,111_2,111,2,[],receiver,2,3,30
3,4,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,31
3,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,32
3,4,101_2,101,2,[],producer,3,4,25
3,4,010_3,10,3,[],producer,3,1,26
3,4,111_2,111,2,[],producer,3,2,27
3,4,101_2,101,2,[],receiver,3,2,28
3,4,100_3,100,3,[],receiver,3,1,29
3,4,101_2,101,2,[],receiver,3,4,30
3,4,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,31
3,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,32
3,4,001_2,1,2,[],producer,4,1,25
3,4,011_3,11,3,[],producer,4,2,26
3,4,101_2,101,2,[],producer,4,3,27
3,4,101_2,101,2,[],receiver,4,3,28
3,4,011_2,11,2,[],receiver,4,2,29
3,4,101_3,101,3,[],receiver,4,1,30
3,4,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,31
3,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,32
3,5,111_3,111,3,[],producer,1,2,33
3,5,011_3,11,3,[],producer,1,3,34
3,5,111_2,111,2,[],producer,1,4,35
3,5,111_2,111,2,[],receiver,1,4,36
3,5,101_1,101,1,[],receiver,1,3,37
3,5,111_2,111,2,[],receiver,1,2,38
3,5,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,39
3,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,40
3,5,110_2,110,2,[],producer,2,3,33
3,5,110_3,110,3,[],producer,2,4,34
3,5,111_2,111,2,[],producer,2,1,35
3,5,111_3,111,3,[],receiver,2,1,36
3,5,100_2,100,2,[],receiver,2,4,37
3,5,011_2,11,2,[],receiver,2,3,38
3,5,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,39
3,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,40
3,5,010_1,10,1,[],producer,3,4,33
3,5,101_1,101,1,[],producer,3,1,34
3,5,011_2,11,2,[],producer,3,2,35
3,5,110_2,110,2,[],receiver,3,2,36
3,5,011_3,11,3,[],receiver,3,1,37
3,5,011_1,11,1,[],receiver,3,4,38
3,5,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,39
3,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,40
3,5,111_2,111,2,[],producer,4,1,33
3,5,100_2,100,2,[],producer,4,2,34
3,5,011_1,11,1,[],producer,4,3,35
3,5,010_1,10,1,[],receiver,4,3,36
3,5,110_3,110,3,[],receiver,4,2,37
3,5,111_2,111,2,[],receiver,4,1,38
3,5,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,39
3,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,40
3,6,110_2,110,2,[],producer,1,2,41
3,6,101_1,101,1,[],producer,1,3,42
3,6,011_2,11,2,[],producer,1,4,43
3,6,100_3,100,3,[],receiver,1,4,44
3,6,100_2,100,2,[],receiver,1,3,45
3,6,101_3,101,3,[],receiver,1,2,46
3,6,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,47
3,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,48
3,6,111_1,111,1,[],producer,2,3,41
3,6,001_3,1,3,[],producer,2,4,42
3,6,101_3,101,3,[],producer,2,1,43
3,6,110_2,110,2,[],receiver,2,1,44
3,6,010_3,10,3,[],receiver,2,4,45
3,6,110_2,110,2,[],receiver,2,3,46
3,6,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,47
3,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,48
3,6,011_3,11,3,[],producer,3,4,41
3,6,100_2,100,2,[],producer,3,1,42
3,6,110_2,110,2,[],producer,3,2,43
3,6,111_1,111,1,[],receiver,3,2,44
3,6,101_1,101,1,[],receiver,3,1,45
3,6,111_1,111,1,[],receiver,3,4,46
3,6,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,47
3,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,48
3,6,100_3,100,3,[],producer,4,1,41
3,6,010_3,10,3,[],producer,4,2,42
3,6,111_1,111,1,[],producer,4,3,43
3,6,011_3,11,3,[],receiver,4,3,44
3,6,001_3,1,3,[],receiver,4,2,45
3,6,011_2,11,2,[],receiver,4,1,46
3,6,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,47
3,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,48
3,7,101_2,101,2,[],producer,1,2,49
3,7,010_2,10,2,[],producer,1,3,50
3,7,110_1,110,1,[],producer,1,4,51
3,7,110_1,110,1,[],receiver,1,4,52
3,7,111_1,111,1,[],receiver,1,3,53
3,7,100_3,100,3,[],receiver,1,2,54
3,7,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,55
3,7,NA_x,NA,x,"[['some', 'not all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,56
3,7,100_1,100,1,[],producer,2,3,49
3,7,101_1,101,1,[],producer,2,4,50
3,7,100_3,100,3,[],producer,2,1,51
3,7,101_2,101,2,[],receiver,2,1,52
3,7,110_3,110,3,[],receiver,2,4,53
3,7,100_1,100,1,[],receiver,2,3,54
3,7,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,55
3,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,56
3,7,100_3,100,3,[],producer,3,4,49
3,7,111_1,111,1,[],producer,3,1,50
3,7,100_1,100,1,[],producer,3,2,51
3,7,100_1,100,1,[],receiver,3,2,52
3,7,010_2,10,2,[],receiver,3,1,53
3,7,110_2,110,2,[],receiver,3,4,54
3,7,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,55
3,7,NA_x,NA,x,"[['some', 'not all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,56
3,7,110_1,110,1,[],producer,4,1,49
3,7,110_3,110,3,[],producer,4,2,50
3,7,110_2,110,2,[],producer,4,3,51
3,7,100_3,100,3,[],receiver,4,3,52
3,7,101_1,101,1,[],receiver,4,2,53
3,7,110_1,110,1,[],receiver,4,1,54
3,7,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,55
3,7,NA_x,NA,x,"[['some', 'not all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,56
4,1,111_3,111,3,[],producer,1,2,1
4,1,010_3,10,3,[],producer,1,3,2
4,1,010_2,10,2,[],producer,1,4,3
4,1,010_1,10,1,[],receiver,1,4,4
4,1,010_1,10,1,[],receiver,1,3,5
4,1,010_3,10,3,[],receiver,1,2,6
4,1,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,7
4,1,NA_x,NA,x,"[['some', 'all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,8
4,1,111_3,111,3,[],producer,2,3,1
4,1,011_1,11,1,[],producer,2,4,2
4,1,010_3,10,3,[],producer,2,1,3
4,1,111_3,111,3,[],receiver,2,1,4
4,1,010_3,10,3,[],receiver,2,4,5
4,1,011_3,11,3,[],receiver,2,3,6
4,1,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,7
4,1,NA_x,NA,x,"[['some', 'all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,8
4,1,011_1,11,1,[],producer,3,4,1
4,1,010_1,10,1,[],producer,3,1,2
4,1,011_3,11,3,[],producer,3,2,3
4,1,111_3,111,3,[],receiver,3,2,4
4,1,010_3,10,3,[],receiver,3,1,5
4,1,100_3,100,3,[],receiver,3,4,6
4,1,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,7
4,1,NA_x,NA,x,"[['some', 'all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,8
4,1,010_1,10,1,[],producer,4,1,1
4,1,010_3,10,3,[],producer,4,2,2
4,1,100_3,100,3,[],producer,4,3,3
4,1,011_1,11,1,[],receiver,4,3,4
4,1,011_1,11,1,[],receiver,4,2,5
4,1,010_2,10,2,[],receiver,4,1,6
4,1,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,7
4,1,NA_x,NA,x,"[['some', 'all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,8
4,2,110_1,110,1,[],producer,1,2,9
4,2,100_1,100,1,[],producer,1,3,10
4,2,001_1,1,1,[],producer,1,4,11
4,2,011_3,11,3,[],receiver,1,4,12
4,2,011_2,11,2,[],receiver,1,3,13
4,2,100_2,100,2,[],receiver,1,2,14
4,2,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,15
4,2,NA_x,NA,x,"[['none', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,16
4,2,001_1,1,1,[],producer,2,3,9
4,2,010_1,10,1,[],producer,2,4,10
4,2,100_2,100,2,[],producer,2,1,11
4,2,110_1,110,1,[],receiver,2,1,12
4,2,110_1,110,1,[],receiver,2,4,13
4,2,001_3,1,3,[],receiver,2,3,14
4,2,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,15
4,2,NA_x,NA,x,"[['some', 'some'], ['none', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,16
4,2,111_3,111,3,[],producer,3,4,9
4,2,011_2,11,2,[],producer,3,1,10
4,2,001_3,1,3,[],producer,3,2,11
4,2,001_1,1,1,[],receiver,3,2,12
4,2,100_1,100,1,[],receiver,3,1,13
4,2,101_2,101,2,[],receiver,3,4,14
4,2,NA_x,NA,x,"[['some', 'all'], ['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,15
4,2,NA_x,NA,x,"[['none', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,16
4,2,011_3,11,3,[],producer,4,1,9
4,2,110_1,110,1,[],producer,4,2,10
4,2,101_2,101,2,[],producer,4,3,11
4,2,111_3,111,3,[],receiver,4,3,12
4,2,010_1,10,1,[],receiver,4,2,13
4,2,001_1,1,1,[],receiver,4,1,14
4,2,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,15
4,2,NA_x,NA,x,"[['some', 'some'], ['none', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,16
4,3,101_3,101,3,[],producer,1,2,17
4,3,101_1,101,1,[],producer,1,3,18
4,3,111_1,111,1,[],producer,1,4,19
4,3,111_1,111,1,[],receiver,1,4,20
4,3,111_1,111,1,[],receiver,1,3,21
4,3,110_2,110,2,[],receiver,1,2,22
4,3,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,23
4,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,24
4,3,101_3,101,3,[],producer,2,3,17
4,3,101_1,101,1,[],producer,2,4,18
4,3,110_2,110,2,[],producer,2,1,19
4,3,101_3,101,3,[],receiver,2,1,20
4,3,100_1,100,1,[],receiver,2,4,21
4,3,100_2,100,2,[],receiver,2,3,22
4,3,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,23
4,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,24
4,3,110_2,110,2,[],producer,3,4,17
4,3,111_1,111,1,[],producer,3,1,18
4,3,100_2,100,2,[],producer,3,2,19
4,3,101_3,101,3,[],receiver,3,2,20
4,3,101_1,101,1,[],receiver,3,1,21
4,3,010_2,10,2,[],receiver,3,4,22
4,3,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,23
4,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,24
4,3,111_1,111,1,[],producer,4,1,17
4,3,100_1,100,1,[],producer,4,2,18
4,3,010_2,10,2,[],producer,4,3,19
4,3,110_2,110,2,[],receiver,4,3,20
4,3,101_1,101,1,[],receiver,4,2,21
4,3,111_1,111,1,[],receiver,4,1,22
4,3,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,23
4,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,24
4,4,011_3,11,3,[],producer,1,2,25
4,4,111_2,111,2,[],producer,1,3,26
4,4,101_2,101,2,[],producer,1,4,27
4,4,001_1,1,1,[],receiver,1,4,28
4,4,100_3,100,3,[],receiver,1,3,29
4,4,101_2,101,2,[],receiver,1,2,30
4,4,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,31
4,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,32
4,4,011_3,11,3,[],producer,2,3,25
4,4,001_3,1,3,[],producer,2,4,26
4,4,101_2,101,2,[],producer,2,1,27
4,4,011_3,11,3,[],receiver,2,1,28
4,4,011_1,11,1,[],receiver,2,4,29
4,4,010_2,10,2,[],receiver,2,3,30
4,4,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,31
4,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,32
4,4,010_3,10,3,[],producer,3,4,25
4,4,100_3,100,3,[],producer,3,1,26
4,4,010_2,10,2,[],producer,3,2,27
4,4,011_3,11,3,[],receiver,3,2,28
4,4,111_2,111,2,[],receiver,3,1,29
4,4,110_3,110,3,[],receiver,3,4,30
4,4,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,31
4,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,32
4,4,001_1,1,1,[],producer,4,1,25
4,4,011_1,11,1,[],producer,4,2,26
4,4,110_3,110,3,[],producer,4,3,27
4,4,010_3,10,3,[],receiver,4,3,28
4,4,001_3,1,3,[],receiver,4,2,29
4,4,101_2,101,2,[],receiver,4,1,30
4,4,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,31
4,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,32
4,5,001_2,1,2,[],producer,1,2,33
4,5,110_2,110,2,[],producer,1,3,34
4,5,011_1,11,1,[],producer,1,4,35
4,5,100_2,100,2,[],receiver,1,4,36
4,5,001_2,1,2,[],receiver,1,3,37
4,5,001_2,1,2,[],receiver,1,2,38
4,5,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,39
4,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,40
4,5,010_2,10,2,[],producer,2,3,33
4,5,111_1,111,1,[],producer,2,4,34
4,5,001_2,1,2,[],producer,2,1,35
4,5,001_2,1,2,[],receiver,2,1,36
4,5,101_1,101,1,[],receiver,2,4,37
4,5,110_3,110,3,[],receiver,2,3,38
4,5,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,39
4,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,40
4,5,001_1,1,1,[],producer,3,4,33
4,5,001_2,1,2,[],producer,3,1,34
4,5,110_3,110,3,[],producer,3,2,35
4,5,010_2,10,2,[],receiver,3,2,36
4,5,110_2,110,2,[],receiver,3,1,37
4,5,111_2,111,2,[],receiver,3,4,38
4,5,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,39
4,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,40
4,5,100_2,100,2,[],producer,4,1,33
4,5,101_1,101,1,[],producer,4,2,34
4,5,111_2,111,2,[],producer,4,3,35
4,5,001_1,1,1,[],receiver,4,3,36
4,5,111_1,111,1,[],receiver,4,2,37
4,5,011_1,11,1,[],receiver,4,1,38
4,5,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,39
4,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,40
4,6,010_1,10,1,[],producer,1,2,41
4,6,011_2,11,2,[],producer,1,3,42
4,6,110_3,110,3,[],producer,1,4,43
4,6,101_3,101,3,[],receiver,1,4,44
4,6,110_1,110,1,[],receiver,1,3,45
4,6,111_2,111,2,[],receiver,1,2,46
4,6,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,47
4,6,NA_x,NA,x,"[['some', 'all'], ['not all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,48
4,6,100_1,100,1,[],producer,2,3,41
4,6,100_3,100,3,[],producer,2,4,42
4,6,111_2,111,2,[],producer,2,1,43
4,6,010_1,10,1,[],receiver,2,1,44
4,6,001_3,1,3,[],receiver,2,4,45
4,6,101_3,101,3,[],receiver,2,3,46
4,6,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,47
4,6,NA_x,NA,x,"[['some', 'all'], ['not all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,48
4,6,100_1,100,1,[],producer,3,4,41
4,6,110_1,110,1,[],producer,3,1,42
4,6,101_3,101,3,[],producer,3,2,43
4,6,100_1,100,1,[],receiver,3,2,44
4,6,011_2,11,2,[],receiver,3,1,45
4,6,011_2,11,2,[],receiver,3,4,46
4,6,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,47
4,6,NA_x,NA,x,"[['some', 'all'], ['not all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,48
4,6,101_3,101,3,[],producer,4,1,41
4,6,001_3,1,3,[],producer,4,2,42
4,6,011_2,11,2,[],producer,4,3,43
4,6,100_1,100,1,[],receiver,4,3,44
4,6,100_3,100,3,[],receiver,4,2,45
4,6,110_3,110,3,[],receiver,4,1,46
4,6,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,47
4,6,NA_x,NA,x,"[['some', 'all'], ['not all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,48
4,7,100_2,100,2,[],producer,1,2,49
4,7,001_3,1,3,[],producer,1,3,50
4,7,100_3,100,3,[],producer,1,4,51
4,7,110_2,110,2,[],receiver,1,4,52
4,7,101_1,101,1,[],receiver,1,3,53
4,7,011_2,11,2,[],receiver,1,2,54
4,7,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,55
4,7,NA_x,NA,x,"[['some', 'not all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,56
4,7,110_3,110,3,[],producer,2,3,49
4,7,110_1,110,1,[],producer,2,4,50
4,7,011_2,11,2,[],producer,2,1,51
4,7,100_2,100,2,[],receiver,2,1,52
4,7,111_3,111,3,[],receiver,2,4,53
4,7,111_2,111,2,[],receiver,2,3,54
4,7,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,55
4,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,56
4,7,101_2,101,2,[],producer,3,4,49
4,7,101_1,101,1,[],producer,3,1,50
4,7,111_2,111,2,[],producer,3,2,51
4,7,110_3,110,3,[],receiver,3,2,52
4,7,001_3,1,3,[],receiver,3,1,53
4,7,001_2,1,2,[],receiver,3,4,54
4,7,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,55
4,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,56
4,7,110_2,110,2,[],producer,4,1,49
4,7,111_3,111,3,[],producer,4,2,50
4,7,001_2,1,2,[],producer,4,3,51
4,7,101_2,101,2,[],receiver,4,3,52
4,7,110_1,110,1,[],receiver,4,2,53
4,7,100_3,100,3,[],receiver,4,1,54
4,7,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,55
4,7,NA_x,NA,x,"[['some', 'not all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,56
5,1,110_2,110,2,[],producer,1,2,1
5,1,111_2,111,2,[],producer,1,3,2
5,1,101_3,101,3,[],producer,1,4,3
